Feature_ID,Clean_Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Northern_Latitude,Southern_Latitude,Eastern_Longitude,Western_Longitude,Continent,Ethnicity,Feature_Type,Feature_Type_Code,Quad,Approval_Status,Approval_Date,Reference,Origin,number_of_papers_1970,number_of_citing_papers_1970,number_of_self_citations_1970,total_number_of_citations_1970,total_number_of_refereed_citations_1970,number_of_papers_1971_1980,number_of_citing_papers_1971_1980,number_of_self_citations_1971_1980,total_number_of_citations_1971_1980,total_number_of_refereed_citations_1971_1980,number_of_papers_1981_1990,number_of_citing papers_1981_1990,number_of_self_citations_1981_1990,total_number_of_citations_1981_1990,total_number_of_refereed_citations_1981_1990,number_of_papers_1991_2000,number_of_citing_papers_1991_2000,number_of_self_citations_1991_2000,total_number_of_citations_1991_2000,total_number_of_refereed_citations_1991_2000,number_of_papers_2001_2010,number_of_citing papers_2001_2010,number_of_self_citations_2001_2010,total_number_of_citations_2001_2010,total_number_of_refereed_citations_2001_2010,number_of_papers_2011_2015,number_of_citing papers_2011_2015,number_of_self_citations_2011_2015,total_number_of_citations_2011_2015,total_number_of_refereed_citations_2011_2015,number_of_papers_2016_2017,number_of_citing papers_2016_2017,number_of_self_citations_2016_2017,total_number_of_citations_2016_2017,total_number_of_refereed_citations_2016_2017,number_of_papers,number_of_citing papers,number_of_self-citations,total_number_of_citations,total_number_of_refereed citations,landing_site
14154,Daga Vallis,Mars,49.86,-12.07,-42.42,-11.8,-12.47,-41.93,-42.91,Asia,Burma,"Vallis, valles",VA,mc19,Approved,2006,74.0,River in Burma.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,6,6,1,0,0,0,0,0,0,0,0,0,2,6,0,6,6,0
15697,Dalu Cavus,Mars,65.0,-6.9,-99.0,-6.4,-7.5,-98.5,-99.5,Asia,Indonesia,"Cavus, cavi",CB,mc17,Approved,"Nov 6, 2017",445.0,Javanese word for night.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,Daly,Mars,79.72,-66.29,-23.12,-65.62,-66.97,-21.43,-24.8,North America,Canada,"Crater, craters",AA,mc30,Approved,1973,89.0,Reginald A.; Canadian-born American geologist (1871-1957).,0,0,0,0,0,0,0,0,0,0,4,562,0,562,520,0,0,0,0,0,14,250,14,305,290,20,216,7,246,230,4,15,0,15,13,48,1230,37,1405,1316,0
1398,Dana,Mars,88.49,-72.49,-32.79,-71.75,-73.24,-30.29,-35.26,North America,American,"Crater, craters",AA,mc30,Approved,1973,68.0,James D.; American geologist (1813-1895).,0,0,0,0,0,1,4,0,4,4,3,178,0,178,166,0,0,0,0,0,9,239,1,249,231,5,88,0,88,75,0,0,0,0,0,0,0,0,0,0,0
14544,Danielson,Mars,64.3,7.97,-7.05,8.52,7.43,-6.5,-7.59,North America,United States,"Crater, craters",AA,mc11,Approved,"Feb 12, 2009",218.0,"G. Edward Danielson, Jr.; American Engineer (1939-2005).",0,0,0,0,0,24,396,0,415,340,27,710,5,740,652,20,973,8,1158,953,69,2363,92,3789,3338,21,298,7,334,301,2,1,0,1,1,163,4096,268,6437,5585,0
1403,Dank,Mars,8.29,21.96,107.0,22.03,21.89,107.07,106.92,Asia,Oman,"Crater, craters",AA,mc14,Approved,1976,36.0,Town in Oman.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1409,Dao Vallis,Mars,794.0,-37.61,88.89,-32.67,-39.76,93.88,82.04,Asia,Thailand,"Vallis, valles",VA,mc28,Approved,1979,62.0,"Word for ""star"" in Thai.",0,0,0,0,0,0,0,0,0,0,9,314,1,349,292,14,158,8,178,99,19,602,15,764,669,5,18,1,18,17,1,9,0,9,9,49,959,62,1318,1086,1
1416,Darvel,Mars,22.36,17.78,-51.01,17.97,17.59,-50.81,-51.21,Europe,Scotland,"Crater, craters",AA,mc10,Approved,1988,36.0,Town in Scotland.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,146,0,161,135,3,136,1,158,131,0,0,0,0,0,0,0,0,0,0,5,266,3,319,266,0
1418,Darwin,Mars,176.38,-56.97,-19.15,-55.48,-58.46,-16.41,-21.87,Europe,Great Britain,"Crater, craters",AA,mc26,Approved,1973,68.0,Charles R.; British naturalist (1809-1882) and George H.; British astronomer (1845-1912).,0,0,0,0,0,5,183,1,197,171,12,374,3,395,371,10,174,3,187,161,28,581,15,699,623,10,60,0,60,53,8,43,3,64,64,73,1317,46,1602,1443,0
1426,Davies,Mars,48.06,45.96,0.09,46.37,45.56,0.68,-0.49,North America,United States,"Crater, craters",AA,mc05,Approved,2006,,"Merton Edward; American engineer, planetary geodesist (1917-2001).",0,0,0,0,0,108,3697,288,6302,5671,160,4116,394,6734,6117,91,3112,82,4329,3794,86,2239,45,2970,2682,48,406,6,468,408,14,42,3,46,39,508,9380,2268,20849,18711,1
1377,Da Vinci,Mars,96.3,1.47,-39.26,2.28,0.65,-38.45,-40.08,Europe,Italy,"Crater, craters",AA,mc11,Approved,1973,68.0,Leonardo; Italian artist-scientist (1452-1519).,0,0,0,0,0,1,4,0,4,4,0,0,0,0,0,0,0,0,0,0,1,4,0,4,4,0,0,0,0,0,1,1,0,1,1,5,9,0,9,9,0
1431,Dawes,Mars,185.32,-9.11,38.06,-7.54,-10.67,39.64,36.48,Europe,Great Britain,"Crater, craters",AA,mc20,Approved,1973,68.0,William R.; British astronomer (1799-1868).,1,0,0,0,0,7,54,0,54,52,2,5,0,5,3,1,17,0,17,12,3,191,2,220,197,3,33,2,38,32,0,0,0,0,0,17,279,9,334,296,0
1451,Deba,Mars,8.8,-23.95,-17.3,-23.88,-24.03,-17.22,-17.38,Africa,Nigeria,"Crater, craters",AA,mc19,Approved,1976,36.0,Town in Nigeria.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,2,2,1,0,1,1,3,5,0,5,3,0
15507,Degana,Mars,57.0,-23.72,-45.5,-23.25,-24.2,-44.99,-46.0,Asia,India,"Crater, craters",AA,mc18,Approved,"Sep 6, 2016",36.0,Town in India.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,2,0,2,0,0
1460,Dein,Mars,25.52,38.21,-2.51,38.42,37.99,-2.25,-2.79,Oceania,New Guinea,"Crater, craters",AA,mc04,Approved,1976,36.0,Town in New Guinea.,0,0,0,0,0,0,0,0,0,0,2,78,0,79,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,78,0,79,75,0
1463,Dejnev,Mars,152.09,-25.14,-164.64,-23.85,-26.42,-163.22,-166.05,Europe,Russia,"Crater, craters",AA,mc16,Approved,1985,58.0,"Semen Ivanovich; Russian geographer, explorer, and navigator (1605-1673).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,76,1,80,63,0,0,0,0,0,2,76,1,80,63,0
1478,Delta,Mars,7.89,-45.96,-39.17,-45.89,-46.03,-39.08,-39.27,North America,United States,"Crater, craters",AA,mc26,Approved,1976,36.0,"Town in Louisiana, USA.",2,1,0,1,1,26,708,3,787,719,71,2168,33,2762,2511,126,1160,18,1415,1206,284,4760,309,8262,7397,186,1372,154,2033,1827,53,129,8,148,139,748,8392,1361,15408,13800,1
1479,Deltoton Sinus,Mars,0.0,-3.95,55.0,-3.95,-3.95,55.0,55.0,Europe,Latin,Albedo Feature,AL,mc21,Approved,1958,60.0,"""Bay of the triangle""; makes triangle with Iapygia and Oenotria.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,Denning,Mars,159.71,-17.43,33.52,-16.08,-18.78,34.94,32.11,Europe,Great Britain,"Crater, craters",AA,mc20,Approved,1973,68.0,William F.; British astronomer (1848-1931).,0,0,0,0,0,4,51,0,51,50,5,114,0,114,101,5,43,0,43,40,2,28,0,28,23,1,1,0,1,1,0,0,0,0,0,18,240,1,243,221,0
1493,Depressio Hellespontica,Mars,0.0,-59.71,20.0,-59.71,-59.71,20.0,20.0,Europe,Latin,Albedo Feature,AL,mc27,Approved,1958,60.0,Depression southwest of Hellespontus.,0,0,0,0,0,11,86,0,90,83,0,0,0,0,0,0,0,0,0,0,8,194,2,232,188,1,12,0,12,12,3,13,0,13,13,31,466,12,581,479,0
1495,Dersu,Mars,5.88,22.64,-51.89,22.69,22.59,-51.84,-51.94,Europe,Russia,"Crater, craters",AA,mc10,Approved,1988,36.0,Town in Russia.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,Dese,Mars,13.14,-45.41,-30.61,-45.3,-45.52,-30.46,-30.77,Africa,Ethiopia,"Crater, craters",AA,mc26,Approved,1976,36.0,Town in Ethiopa.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,Deseado,Mars,27.0,-80.62,70.29,-80.39,-80.85,71.69,68.88,South and Central America,Argentina,"Crater, craters",AA,mc30,Approved,2006,74.0,Town in Argentina.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,34,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,Dessau,Mars,9.95,-42.76,-53.13,-42.68,-42.84,-53.01,-53.24,Europe,Germany,"Crater, craters",AA,mc26,Approved,1976,36.0,Town in Germany.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,Deucalionis Regio,Mars,0.0,-14.83,20.0,-14.83,-14.83,20.0,20.0,Europe,Greek,Albedo Feature,AL,mc20,Approved,1958,60.0,"""Deucalion's region;"" Deucalion was King of Thessaly who saved himself from flood.",7,16,0,16,14,8,188,2,197,174,11,97,0,97,74,0,0,0,0,0,8,134,1,137,121,0,0,0,0,0,0,0,0,0,0,42,457,13,493,417,0
1507,Deuteronilus,Mars,0.0,34.68,0.0,34.68,34.68,0.0,0.0,Europe,Latin,Albedo Feature,AL,mc04,Approved,1958,60.0,"Designation of 2nd part of old feature ""Nilus.""",6,1,0,1,1,5,32,0,32,32,45,1272,20,1729,1417,46,1586,80,2617,2166,61,1693,127,2707,2292,32,307,23,370,321,11,30,1,32,28,207,3550,907,7488,6257,0
1508,Deuteronilus Colles,Mars,59.01,41.95,21.7,42.38,41.48,22.31,20.97,Europe,Latin,"Collis, colles",CO,mc05,Approved,1982,57.0,Classical albedo feature name.,0,0,0,0,0,0,0,0,0,0,3,472,0,545,474,0,0,0,0,0,5,300,3,342,300,5,122,2,123,111,4,10,1,10,10,0,0,0,0,0,0
1509,Deuteronilus Mensae,Mars,919.17,45.11,23.92,49.86,39.57,35.37,13.68,Europe,Latin,"Mensa, mensae",MN,mc05,Approved,1973,57.0,"From albedo feature at 35N, 355W.",0,0,0,0,0,3,31,0,31,31,36,1267,18,1712,1401,0,0,0,0,0,57,1641,126,2625,2221,30,270,21,320,280,9,20,0,21,17,178,3459,887,7319,6113,0
1447,de Vaucouleurs,Mars,302.27,-13.31,171.0,-10.78,-15.88,173.62,168.38,North America,American,"Crater, craters",AA,mc23,Approved,2000,139.0,Gerard Henri; American astronomer (1918-1995).,0,0,0,0,0,31,513,18,585,555,0,0,0,0,0,15,199,1,223,208,7,117,1,126,117,4,26,0,26,25,1,1,0,1,1,83,1278,57,1571,1456,0
6816,Deva Valles,Mars,0.0,-7.81,-156.9,-7.81,-7.81,-156.9,-156.9,Europe,Scotland,"Vallis, valles",VA,mc16,Dropped,1985,56.0,Classical river in Scotland.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,Deva Vallis,Mars,53.65,-7.67,-156.87,-7.3,-8.17,-156.41,-157.32,Europe,Scotland,"Vallis, valles",VA,mc16,Approved,1985,56.0,Classical name for Dee River in Scotland; new position and coordinates.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,2,1,0,1,1,0
1521,Dia Cau,Mars,29.47,-0.36,-42.66,-0.11,-0.61,-42.42,-42.91,Asia,Vietnam,"Crater, craters",AA,mc19,Approved,1976,36.0,Town in the Socialist Republic of Vietnam.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,15,14,0,0,0,0,0,0,0,0,0,0,1,15,0,15,14,0
1522,Diacria,Mars,0.0,49.67,-180.0,49.67,49.67,-180.0,-180.0,Europe,Greek,Albedo Feature,AL,mc07,Approved,1958,60.0,"Highland area in northern Attica, Greece.",0,0,0,0,0,0,0,0,0,0,13,192,1,203,166,8,65,1,65,52,2,68,0,68,60,0,0,0,0,0,1,0,0,0,0,24,316,5,336,278,0
1523,Diacria Patera,Mars,65.5,34.58,-132.6,35.18,34.09,-132.0,-133.2,Europe,Greek,"Patera, paterae",PE,mc02,Dropped,1985,57.0,"From albedo feature at 48N, 170W.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,25,0,25,21,2,68,0,68,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6948,Dilly,Mars,2.13,13.27,157.22,13.28,13.25,157.24,157.2,Africa,Mali,"Crater, craters",AA,mc15,Approved,2006,179.0,Town in Mali.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,74,3,102,83,0,0,0,0,0,1,1,0,1,1,4,74,6,103,84,0
1539,Dingo,Mars,15.56,-23.71,-17.49,-23.57,-23.83,-17.35,-17.63,Oceania,Australia,"Crater, craters",AA,mc19,Approved,1976,36.0,Town in Australia.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,44,1,56,56,10,44,1,56,56,0
1540,Dinorwic,Mars,51.33,-30.03,-101.46,-29.6,-30.47,-100.96,-101.96,North America,Canada,"Crater, craters",AA,mc25,Approved,1991,74.0,"Town in Ontario, Canada.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15692,Dionysus Patera,Mars,23.0,17.96,-133.23,18.13,17.78,-133.11,-133.46,Europe,Greek,"Patera, paterae",PE,mc09,Approved,"Oct 16, 2017",174.0,"Greek god of wine, celebration and ecstasy, patron god of the art and theatre, one of the Olympian gods, son of Zeus.",0,0,0,0,0,1,0,0,0,0,3,9,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,10,10,0
1544,Dioscuria,Mars,0.0,49.67,40.0,49.67,49.67,40.0,40.0,Europe,Greek,Albedo Feature,AL,mc05,Approved,1958,60.0,"""Home of Dioscuri,"" Polydeuces and Pollux; symbolic name for Sparta.",3,1,0,1,1,2,14,0,14,14,2,1,0,1,1,1,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,0,19,18,0
1549,Dison,Mars,20.67,-25.03,-16.5,-24.86,-25.21,-16.31,-16.69,Europe,Belgium,"Crater, craters",AA,mc19,Approved,1976,36.0,Town in Belgium.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,49,40,0,0,0,0,0,1,49,0,49,40,0
1550,Dittaino Valles,Mars,157.42,-1.43,-66.86,-0.4,-2.48,-66.16,-67.35,Europe,Italy,"Vallis, valles",VA,mc18,Approved,1985,36.0,Modern river in Italy.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1552,Dixie,Mars,28.44,17.78,-55.91,18.02,17.54,-55.66,-56.16,North America,American,"Crater, craters",AA,mc10,Approved,1988,36.0,"Town in Georgia, USA.",0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,26,0,26,23,1,12,0,12,9,0,0,0,0,0,6,95,1,96,78,0
1558,Doanus Vallis,Mars,139.91,-63.02,-25.59,-62.65,-63.2,-23.4,-27.67,Asia,Burma,"Vallis, valles",VA,mc26,Approved,1985,56.0,Classical river shown in Ptolemy's map; may be modern Mekong River of Burma.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,27,24,1,0,0,0,0,0,0,0,0,0,2,27,0,27,24,0
14570,Doba,Mars,25.89,10.92,119.62,11.14,10.7,119.85,119.4,Africa,Republic of Chad,"Crater, craters",AA,mc14,Approved,"Jul 1, 2009",36.0,Town in the Republic of Chad.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14856,Dogana,Mars,41.2,-10.01,-53.67,-9.67,-10.35,-53.32,-54.01,Europe,San Marino,"Crater, craters",AA,mc18,Approved,"Apr 19, 2011",129.0,Town in the Republic of San Marino.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,Dokka,Mars,51.1,77.17,-145.76,77.6,76.74,-143.8,-147.68,Europe,Norway,"Crater, craters",AA,mc01,Approved,2006,74.0,Town in Norway.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,4,76,0,76,53,0
1565,Dokuchaev,Mars,74.74,-60.62,-127.08,-59.99,-61.26,-125.79,-128.36,Europe,Russia,"Crater, craters",AA,mc24,Approved,1982,58.0,Vasily Vasil'evich; Russian soil scientist; founded modern genetical soil science (1840-1903).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0
15168,Dollfus,Mars,363.08,-21.59,-4.26,-18.5,-24.68,-0.97,-7.76,Europe,France,"Crater, craters",AA,mc19,Approved,"Oct 22, 2013",310.0,Audouin Charles; French astronomer (1924-2010).,2,12,0,12,11,41,951,34,1231,1121,49,658,53,863,804,41,887,13,1001,874,26,669,12,835,784,6,67,0,76,74,2,5,0,5,5,167,2690,339,4023,3673,1
14950,Domoni,Mars,13.82,51.38,-125.61,51.5,51.27,-125.43,-125.79,Africa,Union of the Comoros,"Crater, craters",AA,mc02,Approved,"Mar 7, 2012",91.0,Town in the Union of the Comoros.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,12,7,1,0,0,0,0,2,12,1,12,7,0
1578,Doon,Mars,3.79,23.53,109.51,23.56,23.5,109.54,109.47,North America,Canada,"Crater, craters",AA,mc14,Approved,1988,36.0,"Town in Ontario, Canada.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,Dorsa Argentea,Mars,339.26,-77.63,-33.39,-75.33,-79.18,-21.52,-44.04,Europe,Latin,"Dorsum, dorsa",DO,mc30,Approved,1976,57.0,Classical albedo feature name.,0,0,0,0,0,0,0,0,0,0,9,603,3,719,611,11,108,0,110,92,20,424,12,560,481,30,263,23,353,321,8,9,2,13,13,78,1213,144,1755,1518,0
1590,Dorsa Brevia,Mars,650.99,-71.05,63.18,-68.1,-73.25,80.79,49.16,Europe,Latin,"Dorsum, dorsa",DO,mc30,Approved,1976,57.0,Classical albedo feature name.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,22,22,0,0,0,0,0,2,22,0,22,22,0
1631,Douglass,Mars,92.95,-51.34,-70.54,-50.56,-52.13,-69.27,-71.78,North America,American,"Crater, craters",AA,mc25,Approved,1973,68.0,Andrew E.; American astronomer (1867-1962).,5,15,0,15,13,5,129,0,129,118,3,209,0,213,159,3,226,0,231,204,3,45,0,45,38,1,21,0,21,21,1,1,0,1,1,21,612,0,655,554,0
14741,Dowa,Mars,40.84,-31.66,110.24,-31.31,-32.0,110.65,109.84,Africa,Malawi,"Crater, craters",AA,mc28,Approved,"Jun 21, 2010",36.0,Town in Malawi.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,Downe,Mars,28.13,-15.98,175.78,-15.74,-16.22,176.03,175.54,Europe,England,"Crater, craters",AA,mc23,Approved,2003,74.0,Town in England.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0,55,39,0,0,0,0,0,0,0,0,0,0,1,55,0,55,39,0
1636,Drava Valles,Mars,159.03,-48.86,165.99,-47.53,-50.4,168.15,164.42,Europe,Yugoslavia,"Vallis, valles",VA,mc29,Approved,1982,56.0,Modern river in Yugoslavia.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0
1639,Drilon Vallis,Mars,118.53,7.17,-52.34,7.81,6.47,-51.9,-52.79,Europe,Albania,"Vallis, valles",VA,mc10,Approved,1985,56.0,"Classical name for present Drin River, Albania.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6819,Drinus Valles,Mars,0.0,-22.96,-17.5,-21.96,-23.95,-16.5,-18.5,Europe,Yugoslavia,"Vallis, valles",VA,mc19,Dropped,1976,56.0,Ancient European river (Yugoslavia); dropped 1984.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,Dromore,Mars,14.75,19.88,-49.58,20.01,19.76,-49.45,-49.72,Europe,Ireland,"Crater, craters",AA,mc10,Approved,1976,36.0,Town in Northern Ireland.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1653,Dubis Vallis,Mars,45.42,-5.16,-148.13,-4.86,-5.5,-148.0,-148.15,Europe,France,"Vallis, valles",VA,mc16,Approved,1985,56.0,"Classical name for modern Doubs River, France.",0,0,0,0,0,0,0,0,0,0,1,6,0,6,4,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,7,0,7,5,0
1654,Dubki,Mars,9.19,-34.97,-55.2,-34.89,-35.05,-55.11,-55.3,Europe,Russia,"Crater, craters",AA,mc26,Approved,1979,58.0,Town in Russia.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15067,Dukhan,Mars,34.04,7.76,-39.14,8.04,7.47,-38.85,-39.43,Asia,Qatar,"Crater, craters",AA,mc11,Approved,"Nov 26, 2012",36.0,Town in Qatar.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,17,17,0,0,0,0,0,1,17,0,17,17,0
15330,Dulce Vallis,Mars,32.46,-4.82,136.54,-4.59,-4.96,136.74,136.47,South and Central America,Argentina,"Vallis, valles",VA,mc23,Approved,"Jun 19, 2015",36.0,River in Argentina.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,6,6,2,6,0,6,6,0
14188,Dulovo,Mars,17.38,3.62,84.56,3.77,3.48,84.71,84.41,Europe,Bulgaria,"Crater, craters",AA,mc13,Approved,"Sep 14, 2006",91.0,Town in Bulgaria.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58,0,58,48,0,0,0,0,0,0,0,0,0,0,1,58,0,58,48,0
1650,Du Martheray,Mars,96.12,5.45,93.58,6.27,4.64,94.4,92.77,Europe,Switzerland,"Crater, craters",AA,mc14,Approved,1973,68.0,Maurice; Swiss astronomer (1892-1955).,0,0,0,0,0,1,4,0,4,4,1,60,0,60,49,1,33,0,33,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,97,0,97,80,0
1664,Dunhuang,Mars,11.73,-80.84,-48.53,-80.74,-80.94,-47.91,-49.15,Asia,China,"Crater, craters",AA,mc30,Approved,1991,36.0,Town in China.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,12,12,0,0,0,0,0,1,12,0,12,12,0
15441,Dunkassa,Mars,8.0,-37.49,-137.06,-37.42,-37.56,-136.98,-137.15,Africa,Benin,"Crater, craters",AA,mc24,Approved,"Nov 27, 2015",36.0,Town in Benin.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1673,Durius Valles,Mars,240.0,-17.3,171.98,-15.62,-19.16,173.23,171.11,Europe,Spain,"Vallis, valles",VA,mc23,Approved,1997,56.0,"Classical name for modern Douro River, Portugal.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,114,1,116,103,2,33,1,38,32,0,0,0,0,0,10,148,2,155,136,1
1675,Dush,Mars,2.39,22.49,-54.02,22.51,22.47,-54.0,-54.04,Africa,Egypt,"Crater, craters",AA,mc10,Approved,1988,36.0,Town in Egypt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,Du Toit,Mars,81.82,-71.62,-49.6,-70.93,-72.32,-47.39,-51.8,Africa,South Africa,"Crater, craters",AA,mc30,Approved,1973,68.0,Alexander L.; South African geologist (1878-1948).,0,0,0,0,0,1,4,0,4,4,3,65,0,65,61,0,0,0,0,0,3,78,1,85,84,4,35,1,39,39,0,0,0,0,0,11,174,6,193,188,0
1687,Dzeng,Mars,10.88,-80.51,-70.47,-80.42,-80.6,-69.89,-71.0,Africa,Cameroon,"Crater, craters",AA,mc30,Approved,1991,36.0,Town in Cameroon.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,Dzigai Vallis,Mars,327.31,-58.1,-36.59,-55.71,-59.91,-33.56,-38.14,North America,Navajo,"Vallis, valles",VA,mc26,Approved,1991,11.0,"Word for ""valley"" in Navajo.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,6,6,3,65,1,79,66,2,11,0,11,11,0,0,0,0,0,6,77,4,96,83,0
1702,Eads,Mars,2.74,-28.48,-29.91,-28.46,-28.51,-29.88,-29.94,North America,United States,"Crater, craters",AA,mc19,Approved,1976,36.0,"Town in Colorado, USA.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,7,5,0,5,5,0
