Feature_ID,Clean_Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Northern_Latitude,Southern_Latitude,Eastern_Longitude,Western_Longitude,Continent,Ethnicity,Feature_Type,Feature_Type_Code,Quad,Approval_Status,Approval_Date,Reference,Origin,number_of_papers_1970,number_of_citing_papers_1970,number_of_self_citations_1970,total_number_of_citations_1970,total_number_of_refereed_citations_1970,number_of_papers_1971_1980,number_of_citing_papers_1971_1980,number_of_self_citations_1971_1980,total_number_of_citations_1971_1980,total_number_of_refereed_citations_1971_1980,number_of_papers_1981_1990,number_of_citing papers_1981_1990,number_of_self_citations_1981_1990,total_number_of_citations_1981_1990,total_number_of_refereed_citations_1981_1990,number_of_papers_1991_2000,number_of_citing_papers_1991_2000,number_of_self_citations_1991_2000,total_number_of_citations_1991_2000,total_number_of_refereed_citations_1991_2000,number_of_papers_2001_2010,number_of_citing papers_2001_2010,number_of_self_citations_2001_2010,total_number_of_citations_2001_2010,total_number_of_refereed_citations_2001_2010,number_of_papers_2011_2015,number_of_citing papers_2011_2015,number_of_self_citations_2011_2015,total_number_of_citations_2011_2015,total_number_of_refereed_citations_2011_2015,number_of_papers_2016_2017,number_of_citing papers_2016_2017,number_of_self_citations_2016_2017,total_number_of_citations_2016_2017,total_number_of_refereed_citations_2016_2017,number_of_papers,number_of_citing papers,number_of_self-citations,total_number_of_citations,total_number_of_refereed citations,landing_site
1703,Eagle,Mars,12.5,43.81,-8.17,43.91,43.7,-8.02,-8.31,North America,United States,"Crater, craters",AA,mc04,Approved,1976,36.0,"Town in Idaho, USA.",0,0,0,0,0,0,0,0,0,0,3,13,0,13,11,3,17,0,17,12,89,1303,193,2356,2130,38,327,20,377,327,8,19,0,20,18,141,1529,372,2783,2498,0
1706,Eberswalde,Mars,62.19,-23.98,-33.3,-23.52,-24.44,-32.79,-33.81,Europe,Germany,"Crater, craters",AA,mc19,Approved,2006,74.0,Town in Germany.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,813,12,1213,1086,47,434,62,641,530,15,49,4,56,51,78,1082,249,1910,1667,1
1710,Echt,Mars,2.15,-21.97,-28.19,-21.95,-21.99,-28.17,-28.21,Europe,Scotland,"Crater, craters",AA,mc19,Approved,1976,36.0,Town in Scotland.,0,0,0,0,0,0,0,0,0,0,1,15,0,15,15,0,0,0,0,0,1,11,0,11,11,0,0,0,0,0,0,0,0,0,0,2,26,0,26,26,0
1711,Echus Chaos,Mars,480.51,10.79,-74.72,14.75,6.82,-73.86,-76.95,Europe,Latin,"Chaos, chaoses",CH,mc10,Approved,1985,57.0,"From albedo feature Echus Lacus at 1N, 90W.",0,0,0,0,0,1,3,0,3,3,10,359,2,382,320,0,0,0,0,0,13,597,4,745,684,14,170,3,198,169,4,6,0,6,6,52,1060,59,1418,1253,0
1712,Echus Chasma,Mars,391.1,2.47,-79.96,5.74,-1.35,-77.43,-81.33,Europe,Latin,"Chasma, chasmata",CM,mc10,Approved,1976,57.0,Classical albedo feature name.,0,0,0,0,0,1,3,0,3,3,16,388,5,467,397,0,0,0,0,0,23,785,6,954,875,21,243,8,294,260,7,19,0,19,18,83,1420,86,1922,1711,1
1713,Echus Fossae,Mars,421.03,2.61,-76.75,6.55,-0.3,-75.42,-79.27,Europe,Latin,"Fossa, fossae",FO,mc10,Approved,1988,57.0,Classical albedo feature name.,0,0,0,0,0,0,0,0,0,0,5,205,0,207,184,7,82,0,83,70,8,477,2,518,475,15,166,4,203,175,4,3,0,3,3,39,858,27,1014,907,0
1714,Echus Montes,Mars,397.06,7.81,-77.95,11.09,4.56,-76.33,-79.09,Europe,Latin,"Mons, montes",MO,mc10,Approved,1985,57.0,Albedo feature name.,0,0,0,0,0,0,0,0,0,0,10,355,1,395,332,7,80,0,81,69,13,718,4,823,759,15,166,4,191,167,6,16,0,16,15,51,1194,45,1506,1342,0
15483,Echus Palus,Mars,715.0,12.29,-77.27,17.06,5.49,-74.31,-81.1,Europe,Latin,"Palus, paludes",PA,mc10,Approved,"May 20, 2016",57.0,"Classical albedo feature name, Echus Lacus.",0,0,0,0,0,1,3,0,3,3,1,11,0,11,8,1,31,0,31,27,1,48,0,48,43,3,45,0,47,33,0,0,0,0,0,7,135,1,140,114,0
1716,Edam,Mars,19.49,-26.28,-20.04,-26.11,-26.44,-19.85,-20.22,Europe,Netherlands (Dutch),"Crater, craters",AA,mc19,Approved,1976,36.0,Town in the Netherlands.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1718,Eddie,Mars,86.38,12.32,142.2,13.05,11.6,142.94,141.45,Africa,South Africa,"Crater, craters",AA,mc15,Approved,1973,68.0,Lindsay A.; South African astronomer (1845-1913).,0,0,0,0,0,1,4,0,4,4,1,2,0,2,1,1,11,0,11,10,1,32,0,32,32,0,0,0,0,0,2,3,0,3,1,6,52,0,52,48,0
15037,Eden Patera,Mars,80.0,33.77,-11.06,34.38,33.2,-10.38,-11.72,Asia,Hebrew,"Patera, paterae",PE,mc04,Approved,"Oct 29, 2012",71.0,Classical albedo feature name.,0,0,0,0,0,1,0,0,0,0,4,11,0,12,11,0,0,0,0,0,0,0,0,0,0,1,24,0,24,24,1,0,0,0,0,8,38,0,39,37,0
1725,Edom,Mars,0.0,0.0,15.0,0.0,0.0,15.0,15.0,Asia,Hebrew,Albedo Feature,AL,,Approved,1958,60.0,"Biblical country of Edomites, south of Judea.",5,16,0,16,14,5,78,1,79,68,4,3,0,3,2,0,0,0,0,0,10,3,0,3,2,0,0,0,0,0,0,0,0,0,0,27,102,5,105,88,0
1729,Eger,Mars,12.25,-48.29,-51.87,-48.19,-48.4,-51.7,-52.02,Europe,Hungary,"Crater, craters",AA,mc26,Approved,1976,36.0,Town in Hungary.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14571,Ehden,Mars,57.4,8.23,119.01,8.71,7.75,119.5,118.52,Asia,Lebanon,"Crater, craters",AA,mc14,Approved,"Jul 1, 2009",36.0,Town in Lebanon.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,Eil,Mars,5.56,41.73,-9.74,41.78,41.68,-9.68,-9.81,Africa,Somalia,"Crater, craters",AA,mc04,Approved,1976,36.0,Town in Somalia.,1,1,0,1,1,0,0,0,0,0,3,276,0,276,214,1,95,0,95,80,0,0,0,0,0,1,7,0,7,7,0,0,0,0,0,6,379,0,379,302,0
14266,Eilat,Mars,29.7,-56.53,50.2,-56.28,-56.78,50.66,49.75,Asia,Israel,"Crater, craters",AA,mc27,Approved,"Dec 14, 2006",74.0,Town in Israel. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,Ejriksson,Mars,46.63,-19.2,-173.83,-18.81,-19.59,-173.41,-174.24,Europe,Norse,"Crater, craters",AA,mc16,Approved,1967,68.0,Leif; Norse explorer (c. 1000).,0,0,0,0,0,1,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,4,0
1756,Elath,Mars,13.23,45.87,-13.6,45.99,45.76,-13.44,-13.76,Asia,Israel,"Crater, craters",AA,mc04,Approved,1976,36.0,Town in Israel.,0,0,0,0,0,1,165,0,165,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,165,0,165,146,0
1758,Elaver Vallis,Mars,178.92,-9.38,-49.52,-8.84,-10.19,-48.26,-50.71,Europe,France,"Vallis, valles",VA,mc18,Approved,1997,56.0,"Classical name for modern Allier River, France.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,10,9,6,44,4,45,34,1,0,0,0,0,8,48,5,55,43,0
1760,Electris,Mars,0.0,-44.66,170.0,-44.66,-44.66,170.0,170.0,Europe,Greek,Albedo Feature,AL,mc29,Approved,1958,60.0,Electra's island near River Eridanus; famous for amber formed from tears shed by Phaethon's sisters.,4,16,0,16,14,4,10,0,12,12,14,192,1,202,153,0,0,0,0,0,18,537,22,782,663,5,99,1,99,80,3,11,0,11,8,62,1108,94,1657,1333,0
15160,Electris Mons,Mars,104.47,-45.67,152.73,-44.99,-46.28,154.0,151.49,Europe,Greek,"Mons, montes",MO,mc29,Approved,"Aug 12, 2013",57.0,Classical albedo feature name.,0,0,0,0,0,1,7,0,7,7,8,192,1,202,153,0,0,0,0,0,7,316,2,399,349,3,97,0,97,78,2,9,0,9,6,26,601,22,779,646,0
1764,Elim,Mars,43.63,-80.17,96.8,-79.8,-80.54,98.97,94.63,Africa,South Africa,"Crater, craters",AA,mc30,Approved,2006,74.0,Town in South Africa.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,Ellsley,Mars,10.94,36.29,-83.3,36.38,36.2,-83.18,-83.41,Europe,England,"Crater, craters",AA,mc03,Approved,1991,36.0,Town in England.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14189,Elorza,Mars,45.16,-8.76,-55.21,-8.38,-9.14,-54.82,-55.59,South and Central America,Venezuela,"Crater, craters",AA,mc18,Approved,"Sep 14, 2006",179.0,Town in Venezuela.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,27,18,1,0,0,0,0,3,27,1,27,18,0
1778,Ely,Mars,10.43,-23.62,-27.3,-23.53,-23.7,-27.2,-27.4,North America,United States,"Crater, craters",AA,mc19,Approved,1976,36.0,"Town in Nevada, USA.",0,0,0,0,0,3,19,0,19,18,8,439,0,454,380,6,33,0,33,28,8,183,0,183,164,4,13,0,13,12,2,8,0,8,8,31,682,0,710,610,0
1779,Elysium,Mars,0.0,24.74,150.0,24.74,24.74,150.0,150.0,Europe,Greek,Albedo Feature,AL,mc15,Approved,1958,60.0,Home of the blessed on western edge of world.,9,16,0,16,14,66,1809,54,2407,2039,319,3312,403,6670,5567,0,0,0,0,0,283,4303,619,9423,8243,128,967,123,1507,1367,48,89,18,131,126,1095,9081,3867,24930,21360,1
1780,Elysium Catena,Mars,48.5,17.69,149.73,17.95,17.44,150.06,149.4,Europe,Greek,"Catena, catenae",CA,mc15,Approved,1985,57.0,Albedo feature name.,0,0,0,0,0,1,4,0,4,4,0,0,0,0,0,3,107,0,111,87,3,216,0,219,195,3,32,0,32,29,2,2,0,2,2,18,424,9,490,403,0
1781,Elysium Chasma,Mars,130.0,22.39,141.51,23.28,21.46,142.41,141.0,Europe,Greek,"Chasma, chasmata",CM,mc15,Approved,1985,57.0,Albedo feature name.,0,0,0,0,0,4,203,1,207,185,39,1298,7,1755,1502,0,0,0,0,0,64,2078,91,3262,2893,26,313,8,380,335,9,26,1,26,25,160,3365,256,5759,5046,1
1782,Elysium Fossae,Mars,1044.0,24.08,146.14,28.78,16.21,151.58,135.51,Europe,Greek,"Fossa, fossae",FO,mc15,Approved,1973,57.0,Classical albedo feature name.,0,0,0,0,0,10,347,5,372,309,85,1834,60,2853,2352,40,569,9,668,538,105,2840,246,5212,4516,66,623,63,857,768,12,28,2,30,30,320,4791,970,9993,8514,1
1783,Elysium Mons,Mars,401.0,25.02,147.21,28.26,21.78,150.82,143.59,Europe,Greek,"Mons, montes",MO,mc15,Approved,1973,57.0,Classical albedo feature name.,0,0,0,0,0,39,1193,36,1525,1323,181,2769,228,5130,4270,117,2261,34,2839,2388,166,3562,356,7005,6130,79,646,62,896,809,27,64,3,77,74,610,7327,1983,17473,14995,1
1784,Elysium Planitia,Mars,3000.79,2.98,154.74,11.4,-7.77,179.11,128.26,Europe,Greek,"Planitia, planitiae",PL,mc15,Approved,1973,57.0,Classical albedo feature name.,0,0,0,0,0,24,802,8,917,751,156,2714,226,5156,4287,0,0,0,0,0,189,3705,445,7588,6609,90,726,74,1052,952,43,77,18,105,101,615,7175,2401,18335,15638,1
1785,Elysium Rupes,Mars,140.5,25.24,148.04,26.11,24.09,148.2,147.31,Europe,Greek,"Rupes, rupēs",RU,mc15,Approved,1985,57.0,Albedo feature name.,0,0,0,0,0,0,0,0,0,0,18,542,6,660,571,14,53,0,56,46,8,539,6,625,548,2,108,0,108,96,3,3,0,3,3,45,1139,34,1452,1264,1
1700,E  Mareotis Tholus,Mars,4.6,35.92,-85.13,35.96,35.88,-85.09,-85.18,Europe,Greek,"Tholus, tholi",TH,mc03,Approved,1991,57.0,Classical albedo name.,0,0,0,0,0,2,40,0,40,34,4,418,0,418,367,1,1,0,1,1,4,122,0,145,117,2,23,0,23,21,1,2,0,2,2,14,586,3,629,542,0
14501,Endeavour,Mars,21.78,-2.28,-5.2,-2.1,-2.47,-5.01,-5.38,North America,Canada,"Crater, craters",AA,mc19,Approved,"Oct 20, 2008",74.0,Town in Canada.,2,0,0,0,0,11,471,1,487,432,0,0,0,0,0,0,0,0,0,0,37,335,4,382,340,103,599,77,893,772,39,85,9,96,91,231,1643,226,2197,1932,1
1803,Enipeus Vallis,Mars,527.07,36.8,-92.8,39.67,33.58,-92.57,-93.51,Europe,Greek,"Vallis, valles",VA,mc03,Approved,1991,56.0,Classical river.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
1809,Eos Chaos,Mars,497.85,-16.82,-46.52,-15.14,-19.08,-42.36,-50.97,Europe,Greek,"Chaos, chaoses",CH,mc18,Approved,1982,57.0,Greek name of Aurora; albedo feature.,0,0,0,0,0,18,709,6,811,672,31,910,6,1056,883,0,0,0,0,0,73,2327,123,3934,3379,33,373,22,498,431,8,13,0,15,15,186,4162,460,7501,6359,1
1810,Eos Chasma,Mars,1305.69,-12.15,-39.17,-6.19,-15.91,-29.05,-52.56,Europe,Greek,"Chasma, chasmata",CM,mc19,Approved,1973,57.0,Classical albedo feature name.,0,0,0,0,0,9,155,3,196,175,26,942,7,1078,885,27,562,3,594,506,70,1791,87,2714,2407,36,405,31,547,476,11,36,0,42,41,179,3198,387,5171,4490,0
1811,Eos Mensa,Mars,346.67,-11.01,-42.16,-8.27,-13.74,-39.46,-44.36,Europe,Latin,"Mensa, mensae",MN,mc19,Approved,2003,71.0,Classical albedo feature name.,0,0,0,0,0,5,73,0,75,54,0,0,0,0,0,5,602,1,629,529,23,1208,21,1542,1301,15,117,4,127,112,5,7,0,7,7,61,2092,87,2917,2423,0
1821,Erebus Montes,Mars,811.67,35.66,-174.98,41.49,30.02,-168.68,-179.67,Europe,Latin,"Mons, montes",MO,mc02,Approved,1982,57.0,"From albedo feature at 26N, 182W.",0,0,0,0,0,1,30,0,30,18,0,0,0,0,0,4,143,0,143,125,8,520,1,541,479,6,56,3,63,48,1,6,0,6,3,23,736,10,784,674,0
1826,Eridania,Mars,0.0,-44.66,140.0,-44.66,-44.66,140.0,140.0,Europe,Latin,Albedo Feature,AL,mc29,Approved,1958,60.0,"Region on the Po River, Italy.",3,2,0,2,2,5,33,0,33,31,14,143,1,144,103,11,113,0,114,83,11,261,0,268,225,13,174,5,195,160,13,25,0,27,26,71,653,31,783,630,1
15161,Eridania Mons,Mars,143.29,-57.02,137.86,-55.9,-58.08,140.07,135.61,Europe,Latin,"Mons, montes",MO,mc29,Approved,"Aug 12, 2013",57.0,Classical albedo feature name.,0,0,0,0,0,1,30,0,30,28,7,135,0,136,98,6,15,0,16,12,3,194,0,194,170,10,159,5,177,143,5,19,0,19,18,32,486,11,572,469,0
14779,Eridania Planitia,Mars,1062.13,-38.15,122.21,-32.65,-43.97,133.12,111.03,Europe,Latin,"Planitia, planitiae",PL,mc29,Approved,"Sep 22, 2010",57.0,Classical albedo feature name.,0,0,0,0,0,0,0,0,0,0,5,136,1,137,99,5,92,0,92,66,2,55,0,55,39,8,89,1,97,79,6,8,0,8,8,27,350,15,389,291,1
1827,Eridania Scopulus,Mars,1017.66,-52.61,141.79,-46.32,-58.12,150.7,130.86,Europe,Latin,"Scopulus, scopuli",SC,mc29,Approved,1979,57.0,Classical albedo feature name.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,1,0,1,1,0
1839,Erythraea Fossa,Mars,155.19,-27.27,-30.94,-26.9,-27.58,-29.51,-32.35,Europe,Greek,"Fossa, fossae",FO,mc19,Approved,1976,57.0,Classical albedo feature name.,0,0,0,0,0,1,7,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,0,46,39,1,1,0,1,1,5,52,1,54,45,0
14325,Erythraeum Chaos,Mars,147.63,-21.84,-12.38,-21.0,-22.44,-11.04,-13.7,Europe,Greek,"Chaos, chaoses",CH,mc19,Approved,"Dec 6, 2007",57.0,Classical albedo feature name.,1,1,0,1,1,2,6,0,6,6,4,17,0,17,13,1,3,0,3,2,2,46,0,46,39,1,9,0,9,8,0,0,0,0,0,11,82,1,82,69,0
6824,Erythraeum Planum,Mars,1750.0,-34.18,-65.0,-29.71,-38.67,-60.0,-70.0,Europe,Latin,"Planum, plana",PM,mc25,Dropped,1979,,Name changed to Bosporos Planum.,0,0,0,0,0,1,56,0,56,51,4,74,3,79,69,2,17,0,17,15,4,226,1,237,215,1,7,0,7,7,0,0,0,0,0,12,370,6,396,357,0
1841,Escalante,Mars,75.26,0.19,115.39,0.83,-0.44,116.03,114.76,North America,Mexico,"Crater, craters",AA,mc14,Approved,1973,68.0,F.; Mexican astronomer (c. 1930).,0,0,0,0,0,1,16,0,16,16,2,52,0,57,53,0,0,0,0,0,5,90,0,90,76,3,82,0,83,76,0,0,0,0,0,11,227,2,246,221,0
1844,Escorial,Mars,22.24,76.89,-55.04,77.08,76.71,-54.21,-55.87,Europe,Spain,"Crater, craters",AA,mc01,Approved,1991,36.0,Town in Spain.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,229,1,230,189,0,0,0,0,0,0,0,0,0,0,4,229,1,230,189,0
15273,Esira,Mars,16.26,8.96,-46.61,9.09,8.82,-46.47,-46.75,Africa,Madagascar,"Crater, craters",AA,mc10,Approved,"Dec 8, 2014",74.0,Town in Madagascar.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,Esk,Mars,3.67,45.21,-7.02,45.24,45.18,-6.98,-7.07,Oceania,Australia,"Crater, craters",AA,mc04,Approved,1976,36.0,Town in Australia.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,3,1,73,0,73,62,3,26,1,28,18,1,2,0,2,0,6,105,2,108,83,0
1850,Espino,Mars,12.05,-19.69,110.34,-19.59,-19.79,110.45,110.23,South and Central America,Venezuela,"Crater, craters",AA,mc22,Approved,1991,74.0,Town in Venezuela.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,Eudoxus,Mars,98.51,-44.52,-147.22,-43.69,-45.35,-146.05,-148.38,Europe,Greek,"Crater, craters",AA,mc24,Approved,1973,68.0,Greek astronomer (c. 408-355 B.C.).,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
1868,Eumenides Dorsum,Mars,569.26,4.79,-156.4,9.47,-0.01,-155.06,-158.46,Europe,Greek,"Dorsum, dorsa",DO,mc08,Approved,1976,57.0,Classical albedo feature name.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,44,0,44,28,1,16,0,16,16,1,2,0,2,2,5,63,0,63,47,1
1869,Eunostos,Mars,0.0,21.77,-120.0,21.77,21.77,-120.0,-120.0,Europe,Greek,Albedo Feature,AL,mc09,Approved,1958,60.0,"""Lucky journey or lucky return""; i.e., infernal regions beyond Elysium.",3,18,0,18,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0,21,17,0
1872,Euphrates,Mars,0.0,19.78,25.0,19.78,19.78,25.0,25.0,Asia,Hebrew,Albedo Feature,AL,mc12,Approved,1958,60.0,Biblical fourth River of Paradise.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,25,0,25,24,1,1,0,1,1,17,48,0,49,43,0
15038,Euphrates Patera,Mars,20.27,38.43,10.26,38.59,38.27,10.5,10.06,Asia,Hebrew,"Patera, paterae",PE,mc05,Approved,"Oct 29, 2012",71.0,Classical albedo feature name.,0,0,0,0,0,1,0,0,0,0,3,9,0,10,10,0,0,0,0,0,0,0,0,0,0,1,24,0,24,24,1,1,0,1,1,6,34,0,35,35,0
1873,Euripus Mons,Mars,88.91,-44.82,105.18,-44.22,-45.44,106.21,104.11,Europe,Greek,"Mons, montes",MO,mc28,Approved,2003,71.0,Albedo feature name.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,2,23,21,1,0,0,0,0,4,21,4,23,21,0
1889,Evpatoriya,Mars,1.04,46.95,134.36,46.96,46.94,134.37,134.35,Europe,Soviet,"Crater, craters",AA,mc07,Approved,1979,64.0,Soviet tracking site (Soviet spelling used).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,44,40,0,0,0,0,0,0,0,0,0,0,1,44,0,44,40,0
1890,Evros Vallis,Mars,358.01,-12.65,13.83,-12.24,-13.01,16.36,11.5,Europe,Greek,"Vallis, valles",VA,mc20,Approved,1982,56.0,River in Greece.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,155,2,168,153,7,89,6,106,91,2,1,0,1,1,14,219,14,275,245,0
1902,Faith,Mars,5.3,42.92,-11.83,42.97,42.88,-11.77,-11.89,North America,United States,"Crater, craters",AA,mc04,Approved,1976,36.0,"Town in South Dakota, USA.",5,19,0,25,22,3,93,0,93,87,7,317,0,317,292,12,26,0,26,25,10,326,2,340,320,16,123,0,127,114,6,25,0,25,24,60,914,3,954,885,0
1906,Falun,Mars,10.01,-23.96,-24.67,-23.87,-24.04,-24.58,-24.77,Europe,Sweden,"Crater, craters",AA,mc19,Approved,1976,36.0,Town in Sweden.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15030,Fancy,Mars,49.44,-35.45,113.6,-35.03,-35.87,114.09,113.11,North America,Saint Vincent and the Grenadines,"Crater, craters",AA,mc28,Approved,"Aug 27, 2012",36.0,Town in Saint Vincent and the Grenadines.,1,0,0,0,0,0,0,0,0,0,1,4,0,4,4,2,24,0,24,20,1,17,0,17,16,0,0,0,0,0,0,0,0,0,0,5,45,0,45,40,0
1909,Faqu,Mars,12.25,-24.54,106.34,-24.44,-24.65,106.46,106.23,Asia,Jordan,"Crater, craters",AA,mc22,Approved,1991,74.0,Town in Jordan.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15109,Farah Vallis,Mars,76.37,-6.03,136.8,-5.49,-6.49,136.99,136.51,Asia,Afghanistan,"Vallis, valles",VA,mc23,Approved,"Apr 3, 2013",74.0,River in Afghanistan.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,0,32,29,1,6,0,6,6,4,34,1,38,35,0
15092,Farim,Mars,3.92,-44.31,139.28,-44.28,-44.35,139.33,139.24,Africa,Republic of Guinea-Bissau,"Crater, craters",AA,mc29,Approved,"Mar 11, 2013",74.0,Town in the Republic of Guinea-Bissau.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,4,0,0,0,0,0,1,4,0,4,4,0
1915,Fastov,Mars,11.12,-25.04,-20.37,-24.94,-25.13,-20.27,-20.48,Europe,Ukraine,"Crater, craters",AA,mc19,Approved,1976,36.0,Town in Ukraine.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,Felis Dorsa,Mars,244.0,-21.87,-65.9,-14.28,-28.16,-60.81,-70.75,Europe,Latin,"Dorsum, dorsa",DO,mc18,Approved,1976,57.0,Classical albedo feature name.,0,0,0,0,0,2,58,1,70,63,2,22,0,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,79,3,92,84,0
1935,Fenagh,Mars,6.22,34.29,144.37,34.34,34.24,144.43,144.3,Europe,Ireland,"Crater, craters",AA,mc07,Approved,1991,36.0,Town in Ireland.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,Fesenkov,Mars,87.38,21.66,-86.53,22.4,20.93,-85.73,-87.31,Europe,Russia,"Crater, craters",AA,mc10,Approved,1973,68.0,Vasilii G.; Russian astrophysicist (1889-1972).,0,0,0,0,0,4,53,0,53,43,2,15,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,68,0,68,56,0
14782,Firsoff,Mars,90.0,2.73,-9.37,3.43,1.95,-8.62,-10.13,Europe,England,"Crater, craters",AA,mc11,Approved,"Nov 15, 2010",247.0,Valdemar Axel; English astronomer (1910-1981).,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,65,2,67,54,4,12,0,13,13,13,73,2,80,67,0
14742,Fitzroy,Mars,38.17,-35.69,112.06,-35.37,-36.01,112.46,111.66,South and Central America,Falkland Islands,"Crater, craters",AA,mc28,Approved,"Jun 21, 2010",36.0,Town in the Falkland Islands.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,1,9,0,9,8,1,0,0,0,0,4,12,1,12,11,0
1973,Flammarion,Mars,173.7,25.22,48.28,26.69,23.76,49.9,46.66,Europe,France,"Crater, craters",AA,mc13,Approved,1973,68.0,Camille; French astronomer (1842-1925).,5,21,0,22,20,9,130,1,132,116,3,8,0,8,8,11,119,0,128,117,2,0,0,0,0,3,44,1,45,40,0,0,0,0,0,33,311,5,335,301,0
1976,Flat,Mars,3.04,-25.42,-19.55,-25.39,-25.44,-19.52,-19.58,North America,United States,"Crater, craters",AA,mc19,Approved,1976,36.0,"Town in Alaska, USA.",11,24,0,31,29,179,3745,141,5463,4733,333,5280,231,8320,7193,257,2734,53,3440,2895,575,6533,1566,17254,15452,324,1940,403,3531,3100,147,271,51,409,388,1829,14755,6406,38449,33791,1
15509,Flateyri,Mars,9.5,-35.86,-29.08,-35.78,-35.95,-28.98,-29.17,Europe,Iceland,"Crater, craters",AA,mc26,Approved,"Sep 12, 2016",36.0,Village in Iceland.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
